TradeDate,SettleDate,PortNum,Shortname,Longname,TransCd,chTrans_Description,Cusip,Ticker,Units,AssetPriceB,CommissionsLoc,IssueName1,MaturityDate,MoodyRating,AssetClass,AssetSubClass,GLDateBought,GLUnitCostB,LongDescription,ExDate,PayableDate,TXNMkVB,LongGL,ShortGL,StLongGL,StShortGL,status,RecodeDate,RatePerShare,TaxCd,TaxCdDesc,Amortization,checknum,ActName,Description,TRID,OrgTRID,Fees,Numerator,Denominator,OldUnits,NewUnits,MinSecClass,DescCD,category,subcategory,RuleNum,NetAmount,RGLFlag,UnknownDesc,SortOrderKey,PortfolioType
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,G1151C101,ACN,5,326.09,-0.04,ACCENTURE PLC,,N/A,Equities,Technology,1/1/1900 0:00,-283.174,"ACCENTURE PLC SOLD 5 SHARES ACCENTURE PLC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-19 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  5 UNITS @ 326.09 GROSS AMOUNT:               1,630.45 BROKER COMM:                    0.04- SEC FEE:                        0.05- TRANSFER TAX:                   0.06- NET SETTLEMENT:             1,630.30 FED LONG TERM GAIN:      214.43",1/1/1900 0:00,1/1/1900 0:00,1630.45,214.43,0,214.43,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,ACCENTURE PLC,1-8/2/24-103-19,,-0.11,,,,,90,125,Sales,Sales,11,1630.3,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,31100100,AME,16,155.21,-0.13,AMETEK INC,,N/A,Equities,Technology,1/1/1900 0:00,-79.96,"AMETEK INC SOLD 16 SHARES AMETEK INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-29 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  16 UNITS @ 155.21 GROSS AMOUNT:               2,483.36 BROKER COMM:                    0.13- SEC FEE:                        0.07- TRANSFER TAX:                   0.19- NET SETTLEMENT:             2,482.97 FED LONG TERM GAIN:      1,203.61",1/1/1900 0:00,1/1/1900 0:00,2483.36,1203.61,0,1203.61,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,AMETEK INC,1-8/2/24-103-29,,-0.26,,,,,3,125,Sales,Sales,11,2482.97,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,32095101,APH,60,59.84,-0.48,AMPHENOL CORP-CL A,,N/A,Equities,Technology,1/1/1900 0:00,-26.8345,"AMPHENOL CORP-CL A SOLD 60 SHARES AMPHENOL CORP-CL A TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-18 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  60 UNITS @ 59.8354 GROSS AMOUNT:               3,590.12 BROKER COMM:                    0.48- SEC FEE:                        0.10- TRANSFER TAX:                   0.72- NET SETTLEMENT:             3,588.82 FED LONG TERM GAIN:      1,978.75",1/1/1900 0:00,1/1/1900 0:00,3590.12,1978.75,0,1978.75,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,AMPHENOL CORP-CL A,1-8/2/24-103-18,,-0.82,,,,,3,125,Sales,Sales,11,3588.82,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,532457108,LLY,4,816.7,-0.03,ELI LILLY & CO.,,N/A,Equities,Health Care,1/1/1900 0:00,-108,"ELI LILLY & CO. SOLD 4 SHARES ELI LILLY & CO. TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-20 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  4 UNITS @ 816.7 GROSS AMOUNT:               3,266.80 BROKER COMM:                    0.03- SEC FEE:                        0.09- TRANSFER TAX:                   0.05- NET SETTLEMENT:             3,266.63 FED LONG TERM GAIN:      2,834.63",1/1/1900 0:00,1/1/1900 0:00,3266.8,2834.63,0,2834.63,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,ELI LILLY & CO.,1-8/2/24-103-20,,-0.14,,,,,3,125,Sales,Sales,11,3266.63,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,90384S303,ULTA,6,343.71,-0.05,ULTA BEAUTY INC,,N/A,Equities,Consumer Staples,1/1/1900 0:00,-305.848333,"ULTA BEAUTY INC SOLD 6 SHARES ULTA BEAUTY INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-37 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  6 UNITS @ 343.71 GROSS AMOUNT:               2,062.26 BROKER COMM:                    0.05- SEC FEE:                        0.06- TRANSFER TAX:                   0.07- NET SETTLEMENT:             2,062.08 FED LONG TERM GAIN:      226.99",1/1/1900 0:00,1/1/1900 0:00,2062.26,226.99,0,226.99,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,ULTA BEAUTY INC,1-8/2/24-103-37,,-0.13,,,,,3,125,Sales,Sales,11,2062.08,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,907818108,UNP,9,243.48,-0.07,UNION PACIFIC CORP,,N/A,Equities,Basic Industries,1/1/1900 0:00,-211.978889,"UNION PACIFIC CORP SOLD 9 SHARES UNION PACIFIC CORP TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-36 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  9 UNITS @ 243.4844 GROSS AMOUNT:               2,191.36 BROKER COMM:                    0.07- SEC FEE:                        0.06- TRANSFER TAX:                   0.11- NET SETTLEMENT:             2,191.12 FED LONG TERM GAIN:      283.31",1/1/1900 0:00,1/1/1900 0:00,2191.36,283.31,0,283.31,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,UNION PACIFIC CORP,1-8/2/24-103-36,,-0.17,,,,,3,125,Sales,Sales,11,2191.12,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,256677105,DG,11,119.21,-0.09,DOLLAR GENERAL CORP,,N/A,Equities,Consumer Discretionary,1/1/1900 0:00,-130.941818,"DOLLAR GENERAL CORP SOLD 11 SHARES DOLLAR GENERAL CORP TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-48 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  11 UNITS @ 119.21 GROSS AMOUNT:               1,311.31 BROKER COMM:                    0.09- SEC FEE:                        0.04- TRANSFER TAX:                   0.13- NET SETTLEMENT:             1,311.05 FED SHORT TERM LOSS:     129.31",1/1/1900 0:00,1/1/1900 0:00,1311.31,0,-129.31,-129.31,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,DOLLAR GENERAL CORP,1-8/2/24-103-48,,-0.17,,,,,3,125,Sales,Sales,11,1311.05,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,863667101,SYK,3,333.75,-0.02,STRYKER CORP.,,N/A,Equities,Health Care,1/1/1900 0:00,-212.983333,"STRYKER CORP. SOLD 3 SHARES STRYKER CORP. TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-44 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  3 UNITS @ 333.745 GROSS AMOUNT:               1,001.24 BROKER COMM:                    0.02- SEC FEE:                        0.03- TRANSFER TAX:                   0.04- NET SETTLEMENT:             1,001.15 FED LONG TERM GAIN:      362.20",1/1/1900 0:00,1/1/1900 0:00,1001.24,362.2,0,362.2,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,STRYKER CORP.,1-8/2/24-103-44,,-0.07,,,,,3,125,Sales,Sales,11,1001.15,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,46266C105,IQV,7,242.39,-0.06,IQVIA HOLDINGS INC,,N/A,Equities,Health Care,1/1/1900 0:00,-199.044286,"IQVIA HOLDINGS INC SOLD 7 SHARES IQVIA HOLDINGS INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-21 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  7 UNITS @ 242.39 GROSS AMOUNT:               1,696.73 BROKER COMM:                    0.06- SEC FEE:                        0.05- TRANSFER TAX:                   0.08- NET SETTLEMENT:             1,696.54 FED LONG TERM GAIN:      303.23",1/1/1900 0:00,1/1/1900 0:00,1696.73,303.23,0,303.23,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,IQVIA HOLDINGS INC,1-8/2/24-103-21,,-0.13,,,,,3,125,Sales,Sales,11,1696.54,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,679580100,ODFL,12,196.38,-0.1,OLD DOMINION FREIGHT LINE,,N/A,Equities,Financials,1/1/1900 0:00,-129.995833,"OLD DOMINION FREIGHT LINE SOLD 12 SHARES OLD DOMINION FREIGHT LINE TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-28 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  12 UNITS @ 196.38 GROSS AMOUNT:               2,356.56 BROKER COMM:                    0.10- SEC FEE:                        0.07- TRANSFER TAX:                   0.14- NET SETTLEMENT:             2,356.25 FED LONG TERM GAIN:      796.30",1/1/1900 0:00,1/1/1900 0:00,2356.56,796.3,0,796.3,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,OLD DOMINION FREIGHT LINE,1-8/2/24-103-28,,-0.21,,,,,3,125,Sales,Sales,11,2356.25,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,H1467J104,CB,7,270.07,-0.06,CHUBB LIMITED,,N/A,Equities,Financials,1/1/1900 0:00,-117.71,"CHUBB LIMITED SOLD 7 SHARES CHUBB LIMITED TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-31 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  7 UNITS @ 270.07 GROSS AMOUNT:               1,890.49 BROKER COMM:                    0.06- SEC FEE:                        0.05- TRANSFER TAX:                   0.08- NET SETTLEMENT:             1,890.30 FED LONG TERM GAIN:      1,066.33",1/1/1900 0:00,1/1/1900 0:00,1890.49,1066.33,0,1066.33,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,CHUBB LIMITED,1-8/2/24-103-31,,-0.13,,,,,90,125,Sales,Sales,11,1890.3,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,45866F104,ICE,18,150.28,-0.14,INTERCONTINENTAL EXCHANGE GROUP,,N/A,Equities,Financials,1/1/1900 0:00,-108.402778,"INTERCONTINENTAL EXCHANGE GROUP SOLD 18 SHARES INTERCONTINENTAL EXCHANGE GROUP TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-42 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  18 UNITS @ 150.28 GROSS AMOUNT:               2,705.04 BROKER COMM:                    0.14- SEC FEE:                        0.08- TRANSFER TAX:                   0.22- NET SETTLEMENT:             2,704.60 FED LONG TERM GAIN:      753.35",1/1/1900 0:00,1/1/1900 0:00,2705.04,753.35,0,753.35,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,INTERCONTINENTAL EXCHANGE GROUP,1-8/2/24-103-42,,-0.3,,,,,3,125,Sales,Sales,11,2704.6,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,2824100,ABT,23,111.19,-0.18,ABBOTT LABORATORIES,,N/A,Equities,Health Care,1/1/1900 0:00,-98.72,"ABBOTT LABORATORIES SOLD 23 SHARES ABBOTT LABORATORIES TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-15 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  23 UNITS @ 111.185 GROSS AMOUNT:               2,557.26 BROKER COMM:                    0.18- SEC FEE:                        0.07- TRANSFER TAX:                   0.28- NET SETTLEMENT:             2,556.73 FED LONG TERM GAIN:      286.17",1/1/1900 0:00,1/1/1900 0:00,2557.26,286.17,0,286.17,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,ABBOTT LABORATORIES,1-8/2/24-103-15,,-0.35,,,,,3,125,Sales,Sales,11,2556.73,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,902973304,USB,21,42.23,-0.17,US BANCORP,,N/A,Equities,Financials,1/1/1900 0:00,-57.741905,US BANCORP SOLD 21 SHARES US BANCORP TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-46 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  21 UNITS @ 42.23 GROSS AMOUNT:                 886.83 BROKER COMM:                    0.17- SEC FEE:                        0.02- TRANSFER TAX:                   0.25- NET SETTLEMENT:               886.39 FED LONG TERM GAIN:      24.42,1/1/1900 0:00,1/1/1900 0:00,886.83,-326.19,0,-326.19,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,US BANCORP,1-8/2/24-103-46,,-0.27,,,,,3,125,Sales,Sales,11,886.39,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,23135106,AMZN,16,165.92,-0.13,AMAZON.COM INC,,N/A,Equities,Consumer Discretionary,1/1/1900 0:00,-162.7975,"AMAZON.COM INC SOLD 16 SHARES AMAZON.COM INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-43 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  16 UNITS @ 165.92 GROSS AMOUNT:               2,654.72 BROKER COMM:                    0.13- SEC FEE:                        0.07- TRANSFER TAX:                   0.19- NET SETTLEMENT:             2,654.33 FED LONG TERM GAIN:      49.57",1/1/1900 0:00,1/1/1900 0:00,2654.72,49.57,0,49.57,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,AMAZON.COM INC,1-8/2/24-103-43,,-0.26,,,,,3,125,Sales,Sales,11,2654.33,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,437076102,HD,4,351.59,-0.03,HOME DEPOT INC.,,N/A,Equities,Consumer Discretionary,1/1/1900 0:00,-34.17,"HOME DEPOT INC. SOLD 4 SHARES HOME DEPOT INC. TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-16 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  4 UNITS @ 351.59 GROSS AMOUNT:               1,406.36 BROKER COMM:                    0.03- SEC FEE:                        0.04- TRANSFER TAX:                   0.05- NET SETTLEMENT:             1,406.24 FED LONG TERM GAIN:      1,269.56",1/1/1900 0:00,1/1/1900 0:00,1406.36,1269.56,0,1269.56,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,HOME DEPOT INC.,1-8/2/24-103-16,,-0.09,,,,,3,125,Sales,Sales,11,1406.24,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,988498101,YUM,12,134.81,-0.1,YUM BRANDS INC,,N/A,Equities,Consumer Discretionary,1/1/1900 0:00,-137.151667,"YUM BRANDS INC SOLD 12 SHARES YUM BRANDS INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-41 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  12 UNITS @ 134.81 GROSS AMOUNT:               1,617.72 BROKER COMM:                    0.10- SEC FEE:                        0.04- TRANSFER TAX:                   0.14- NET SETTLEMENT:             1,617.44 FED LONG TERM LOSS:      28.38",1/1/1900 0:00,1/1/1900 0:00,1617.72,-28.38,0,-28.38,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,YUM BRANDS INC,1-8/2/24-103-41,,-0.18,,,,,3,125,Sales,Sales,11,1617.44,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,91324P102,UNH,4,578.25,-0.03,UNITEDHEALTH GROUP INC,,N/A,Equities,Health Care,1/1/1900 0:00,-513.51,"UNITEDHEALTH GROUP INC SOLD 4 SHARES UNITEDHEALTH GROUP INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-45 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  4 UNITS @ 578.255 GROSS AMOUNT:               2,313.02 BROKER COMM:                    0.03- SEC FEE:                        0.06- TRANSFER TAX:                   0.05- NET SETTLEMENT:             2,312.88 FED LONG TERM GAIN:      258.84",1/1/1900 0:00,1/1/1900 0:00,2313.02,258.84,0,258.84,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,UNITEDHEALTH GROUP INC,1-8/2/24-103-45,,-0.11,,,,,3,125,Sales,Sales,11,2312.88,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,57636Q104,MA,9,460.31,-0.07,MASTERCARD INC-CL A,,N/A,Equities,Technology,1/1/1900 0:00,-176.364444,"MASTERCARD INC-CL A SOLD 9 SHARES MASTERCARD INC-CL A TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-50 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  9 UNITS @ 460.3128 GROSS AMOUNT:               4,142.82 BROKER COMM:                    0.07- SEC FEE:                        0.12- TRANSFER TAX:                   0.11- NET SETTLEMENT:             4,142.52 FED LONG TERM GAIN:      2,555.24",1/1/1900 0:00,1/1/1900 0:00,4142.82,2555.24,0,2555.24,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,MASTERCARD INC-CL A,1-8/2/24-103-50,,-0.23,,,,,3,125,Sales,Sales,11,4142.52,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,713448108,PEP,10,179.32,-0.08,PEPSICO INC.,,N/A,Equities,Consumer Staples,1/1/1900 0:00,-42.04,"PEPSICO INC. SOLD 10 SHARES PEPSICO INC. TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-25 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  10 UNITS @ 179.32 GROSS AMOUNT:               1,793.20 BROKER COMM:                    0.08- SEC FEE:                        0.05- TRANSFER TAX:                   0.12- NET SETTLEMENT:             1,792.95 FED LONG TERM GAIN:      1,372.55",1/1/1900 0:00,1/1/1900 0:00,1793.2,1372.55,0,1372.55,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,PEPSICO INC.,1-8/2/24-103-25,,-0.17,,,,,3,125,Sales,Sales,11,1792.95,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,166764100,CVX,20,149.59,-0.16,CHEVRON CORP,,N/A,Equities,Energy,1/1/1900 0:00,-92.7715,"CHEVRON CORP SOLD 20 SHARES CHEVRON CORP TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-23 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  20 UNITS @ 149.595 GROSS AMOUNT:               2,991.90 BROKER COMM:                    0.16- SEC FEE:                        0.08- TRANSFER TAX:                   0.24- NET SETTLEMENT:             2,991.42 FED LONG TERM GAIN:      1,135.99",1/1/1900 0:00,1/1/1900 0:00,2991.9,1135.99,0,1135.99,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,CHEVRON CORP,1-8/2/24-103-23,,-0.32,,,,,3,125,Sales,Sales,11,2991.42,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,941848103,WAT,4,346.89,-0.03,WATERS CORP,,N/A,Equities,Health Care,1/1/1900 0:00,-196.13,"WATERS CORP SOLD 4 SHARES WATERS CORP TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-12 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  4 UNITS @ 346.89 GROSS AMOUNT:               1,387.56 BROKER COMM:                    0.03- SEC FEE:                        0.04- TRANSFER TAX:                   0.05- NET SETTLEMENT:             1,387.44 FED LONG TERM GAIN:      602.92",1/1/1900 0:00,1/1/1900 0:00,1387.56,602.92,0,602.92,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,WATERS CORP,1-8/2/24-103-12,,-0.09,,,,,3,125,Sales,Sales,11,1387.44,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.1,Mike Test TR U/IRA PRI,Mike Test TR U/IRA PRI,125,Sales,7.55E+105,RTX,21,117,-0.17,RTX CORPORATION,,N/A,Equities,Basic Industries,1/1/1900 0:00,-53.970476,"RTX CORPORATION SOLD 21 SHARES RTX CORPORATION TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-17 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  21 UNITS @ 117 GROSS AMOUNT:               2,457.00 BROKER COMM:                    0.17- SEC FEE:                        0.07- TRANSFER TAX:                   0.25- NET SETTLEMENT:             2,456.51 FED LONG TERM GAIN:      1,323.13",1/1/1900 0:00,1/1/1900 0:00,2457,1323.13,0,1323.13,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,RTX CORPORATION,1-8/2/24-103-17,,-0.32,,,,,3,125,Sales,Sales,11,2456.51,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-05-1/5.2,Mike Test TR U/IRA PRI Managed,Mike Test TR U/IRA PRI Managed,125,Sales,00724F101,ADBE,7,531.17,-0.06,ADOBE INC,,N/A,Equities,Technology,1/1/1900 0:00,-451.965714,"ADOBE INC SOLD 7 SHARES ADOBE INC TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-14 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  7 UNITS @ 531.17 GROSS AMOUNT:               3,718.19 BROKER COMM:                    0.06- SEC FEE:                        0.10- TRANSFER TAX:                   0.08- NET SETTLEMENT:             3,717.95 FED LONG TERM GAIN:      554.19",1/1/1900 0:00,1/1/1900 0:00,3718.19,554.19,0,554.19,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Mike Test,ADOBE INC,1-8/2/24-103-14,,-0.18,,,,,3,125,Sales,Sales,11,3717.95,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-06-1/6.1,Jennifer Test IA TR U/D INC,Jennifer Test IA TR U/D INC,125,Sales,17275R102,CSCO,47,47.35,-0.38,CISCO SYSTEMS,,N/A,Equities,Technology,1/1/1900 0:00,-48.023617,"CISCO SYSTEMS SOLD 47 SHARES CISCO SYSTEMS TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-40 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  47 UNITS @ 47.35 GROSS AMOUNT:               2,225.45 BROKER COMM:                    0.38- SEC FEE:                        0.06- TRANSFER TAX:                   0.56- NET SETTLEMENT:             2,224.45 FED SHORT TERM LOSS:     32.66",1/1/1900 0:00,1/1/1900 0:00,2225.45,0,-32.66,-32.66,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Jennifer Test,CISCO SYSTEMS,1-8/2/24-103-40,,-0.62,,,,,3,125,Sales,Sales,11,2224.45,Y,,500,Principal
8/2/2024 0:00,8/5/2024 0:00,9999-06-1/6.1,Jennifer Test IA TR U/D INC,Jennifer Test IA TR U/D INC,125,Sales,20030N101,CMCSA,52,40.53,-0.42,COMCAST CORP-CL A,,N/A,Equities,Consumer Discretionary,1/1/1900 0:00,-54.198077,"COMCAST CORP-CL A SOLD 52 SHARES COMCAST CORP-CL A TRADE 08/02/2024 SETTLE 08/05/2024 AT DTC TRADE REF # 08/02/2024-200-47 CLEARS WITH: 00226 - NATIONAL FINANCIAL SERVICES CORPORATION  52 UNITS @ 40.53 GROSS AMOUNT:               2,107.56 BROKER COMM:                    0.42- SEC FEE:                        0.06- TRANSFER TAX:                   0.62- NET SETTLEMENT:             2,106.46 FED LONG TERM LOSS:      711.84",1/1/1900 0:00,1/1/1900 0:00,2107.56,-711.84,0,-711.84,0,Original,1/1/1900 0:00,,661,SALE OF SECURITY,,,Jennifer Test,COMCAST CORP-CL A,1-8/2/24-103-47,,-0.68,,,,,3,125,Sales,Sales,11,2106.46,Y,,500,Principal
